queries
"SELECT * FROM higgs WHERE ""b"" BETWEEN 1.67 AND 6.28 AND ""d"" BETWEEN 4.13 AND 9.37 AND ""e"" BETWEEN 8.14 AND 14.35 AND ""f"" BETWEEN 9.02 AND 10.26;"
"SELECT * FROM higgs WHERE ""f"" BETWEEN 1.63 AND 10.95 AND ""d"" BETWEEN 11.44 AND 12.06 AND ""e"" BETWEEN 7.70 AND 11.83 AND ""b"" BETWEEN 4.93 AND 5.99 AND ""a"" BETWEEN 8.60 AND 14.69 AND ""c"" BETWEEN 3.05 AND 3.53;"
"SELECT * FROM higgs WHERE ""e"" BETWEEN 4.18 AND 4.41 AND ""f"" BETWEEN 2.35 AND 3.67;"
"SELECT * FROM higgs WHERE ""e"" BETWEEN 4.98 AND 7.81 AND ""c"" BETWEEN 1.55 AND 2.41 AND ""g"" BETWEEN 6.17 AND 6.86 AND ""f"" BETWEEN 5.95 AND 7.92 AND ""a"" BETWEEN 17.62 AND 26.23;"
"SELECT * FROM higgs WHERE ""g"" BETWEEN 1.55 AND 3.93 AND ""f"" BETWEEN 3.86 AND 4.80 AND ""d"" BETWEEN 5.05 AND 13.17 AND ""e"" BETWEEN 2.71 AND 9.48;"
"SELECT * FROM higgs WHERE ""c"" BETWEEN 0.12 AND 0.41 AND ""a"" BETWEEN 16.28 AND 35.05 AND ""g"" BETWEEN 2.53 AND 3.72;"
"SELECT * FROM higgs WHERE ""b"" BETWEEN 9.17 AND 14.72 AND ""e"" BETWEEN 7.78 AND 12.70 AND ""g"" BETWEEN 6.46 AND 7.50 AND ""f"" BETWEEN 1.84 AND 5.23 AND ""a"" BETWEEN 17.01 AND 22.95;"
"SELECT * FROM higgs WHERE ""e"" BETWEEN 5.42 AND 11.59 AND ""g"" BETWEEN 4.58 AND 8.33 AND ""c"" BETWEEN 1.88 AND 7.22;"
"SELECT * FROM higgs WHERE ""a"" BETWEEN 1.16 AND 10.27 AND ""g"" BETWEEN 1.48 AND 4.28 AND ""b"" BETWEEN 9.01 AND 12.89 AND ""e"" BETWEEN 4.76 AND 16.98 AND ""f"" BETWEEN 7.25 AND 7.34;"
"SELECT * FROM higgs WHERE ""b"" BETWEEN 1.45 AND 14.83 AND ""g"" BETWEEN 4.70 AND 6.22 AND ""e"" BETWEEN 9.29 AND 15.51 AND ""c"" BETWEEN 5.00 AND 6.51 AND ""a"" BETWEEN 7.33 AND 34.98 AND ""d"" BETWEEN 6.16 AND 11.53 AND ""f"" BETWEEN 8.15 AND 10.78;"
"SELECT * FROM higgs WHERE ""c"" BETWEEN 3.07 AND 5.06 AND ""f"" BETWEEN 3.77 AND 4.48;"
"SELECT * FROM higgs WHERE ""a"" BETWEEN 28.47 AND 37.31 AND ""b"" BETWEEN 2.45 AND 7.39;"
"SELECT * FROM higgs WHERE ""d"" BETWEEN 0.52 AND 3.50 AND ""g"" BETWEEN 1.94 AND 6.89 AND ""b"" BETWEEN 6.11 AND 10.55 AND ""a"" BETWEEN 1.77 AND 39.20 AND ""f"" BETWEEN 0.82 AND 8.40;"
"SELECT * FROM higgs WHERE ""g"" BETWEEN 2.91 AND 4.65 AND ""d"" BETWEEN 1.90 AND 13.12 AND ""f"" BETWEEN 2.04 AND 5.24 AND ""c"" BETWEEN 4.10 AND 4.29 AND ""b"" BETWEEN 1.71 AND 9.91;"
"SELECT * FROM higgs WHERE ""d"" BETWEEN 2.87 AND 4.89 AND ""f"" BETWEEN 10.48 AND 10.85 AND ""a"" BETWEEN 12.87 AND 24.35 AND ""c"" BETWEEN 2.30 AND 3.06 AND ""e"" BETWEEN 3.32 AND 7.24 AND ""g"" BETWEEN 1.16 AND 7.44;"
"SELECT * FROM higgs WHERE ""d"" BETWEEN 2.56 AND 8.31 AND ""b"" BETWEEN 0.68 AND 7.62 AND ""g"" BETWEEN 1.96 AND 4.16 AND ""f"" BETWEEN 5.04 AND 10.46 AND ""c"" BETWEEN 0.10 AND 6.28 AND ""a"" BETWEEN 9.84 AND 20.26;"
"SELECT * FROM higgs WHERE ""d"" BETWEEN 4.51 AND 6.00 AND ""b"" BETWEEN 3.97 AND 18.69 AND ""g"" BETWEEN 5.05 AND 7.57 AND ""f"" BETWEEN 2.05 AND 10.48 AND ""a"" BETWEEN 5.40 AND 35.39 AND ""e"" BETWEEN 8.89 AND 13.08 AND ""c"" BETWEEN 1.95 AND 5.71;"
"SELECT * FROM higgs WHERE ""a"" BETWEEN 6.23 AND 9.02 AND ""d"" BETWEEN 2.09 AND 14.26 AND ""b"" BETWEEN 0.45 AND 12.10;"
"SELECT * FROM higgs WHERE ""f"" BETWEEN 2.14 AND 5.25 AND ""e"" BETWEEN 11.78 AND 16.23 AND ""g"" BETWEEN 1.10 AND 1.88 AND ""c"" BETWEEN 3.00 AND 3.80 AND ""b"" BETWEEN 8.66 AND 16.64 AND ""a"" BETWEEN 9.89 AND 11.60;"
"SELECT * FROM higgs WHERE ""g"" BETWEEN 1.08 AND 7.05 AND ""e"" BETWEEN 1.54 AND 7.13 AND ""b"" BETWEEN 4.96 AND 18.16 AND ""c"" BETWEEN 3.58 AND 3.92 AND ""f"" BETWEEN 6.19 AND 10.21 AND ""d"" BETWEEN 5.63 AND 9.15 AND ""a"" BETWEEN 13.43 AND 37.58;"
"SELECT * FROM higgs WHERE ""b"" BETWEEN 1.18 AND 19.39 AND ""f"" BETWEEN 4.40 AND 5.77;"
"SELECT * FROM higgs WHERE ""c"" BETWEEN 5.25 AND 7.31 AND ""d"" BETWEEN 6.29 AND 7.90 AND ""f"" BETWEEN 7.07 AND 11.39 AND ""e"" BETWEEN 1.82 AND 4.47 AND ""g"" BETWEEN 0.58 AND 0.73 AND ""b"" BETWEEN 1.40 AND 19.46;"
"SELECT * FROM higgs WHERE ""f"" BETWEEN 6.91 AND 11.11 AND ""e"" BETWEEN 11.39 AND 12.91 AND ""c"" BETWEEN 2.12 AND 7.79 AND ""d"" BETWEEN 3.28 AND 7.62 AND ""g"" BETWEEN 4.34 AND 7.36;"
"SELECT * FROM higgs WHERE ""c"" BETWEEN 1.12 AND 1.59 AND ""e"" BETWEEN 2.14 AND 2.94 AND ""a"" BETWEEN 1.47 AND 35.89 AND ""g"" BETWEEN 6.93 AND 6.96 AND ""f"" BETWEEN 8.48 AND 8.76 AND ""d"" BETWEEN 7.16 AND 11.34 AND ""b"" BETWEEN 10.08 AND 18.87;"
"SELECT * FROM higgs WHERE ""a"" BETWEEN 22.60 AND 24.63 AND ""b"" BETWEEN 10.47 AND 17.72;"
"SELECT * FROM higgs WHERE ""c"" BETWEEN 3.44 AND 7.40 AND ""g"" BETWEEN 3.82 AND 3.95 AND ""e"" BETWEEN 2.39 AND 4.02 AND ""b"" BETWEEN 0.65 AND 1.34 AND ""d"" BETWEEN 0.38 AND 4.30 AND ""a"" BETWEEN 20.74 AND 21.34 AND ""f"" BETWEEN 1.38 AND 8.37;"
"SELECT * FROM higgs WHERE ""e"" BETWEEN 14.22 AND 14.65 AND ""d"" BETWEEN 2.92 AND 7.84 AND ""b"" BETWEEN 0.81 AND 2.76 AND ""c"" BETWEEN 5.73 AND 6.99 AND ""g"" BETWEEN 0.91 AND 5.70 AND ""a"" BETWEEN 14.80 AND 20.21 AND ""f"" BETWEEN 4.21 AND 8.34;"
"SELECT * FROM higgs WHERE ""d"" BETWEEN 11.04 AND 11.89 AND ""e"" BETWEEN 7.16 AND 16.40 AND ""g"" BETWEEN 5.92 AND 8.35;"
"SELECT * FROM higgs WHERE ""c"" BETWEEN 6.70 AND 7.84 AND ""g"" BETWEEN 1.18 AND 4.06 AND ""d"" BETWEEN 0.92 AND 4.01 AND ""b"" BETWEEN 6.13 AND 19.09 AND ""f"" BETWEEN 3.03 AND 3.33 AND ""e"" BETWEEN 5.52 AND 13.77 AND ""a"" BETWEEN 3.65 AND 21.73;"
"SELECT * FROM higgs WHERE ""b"" BETWEEN 6.56 AND 20.19 AND ""g"" BETWEEN 1.31 AND 5.05 AND ""e"" BETWEEN 2.12 AND 5.24 AND ""d"" BETWEEN 1.77 AND 13.48 AND ""a"" BETWEEN 0.57 AND 22.99;"
"SELECT * FROM higgs WHERE ""d"" BETWEEN 5.95 AND 13.77 AND ""e"" BETWEEN 0.69 AND 2.74 AND ""g"" BETWEEN 7.28 AND 8.10 AND ""c"" BETWEEN 2.83 AND 4.54 AND ""f"" BETWEEN 8.07 AND 9.09 AND ""a"" BETWEEN 13.00 AND 39.19 AND ""b"" BETWEEN 10.08 AND 18.35;"
"SELECT * FROM higgs WHERE ""a"" BETWEEN 0.15 AND 1.33 AND ""e"" BETWEEN 4.59 AND 17.56 AND ""c"" BETWEEN 0.65 AND 6.08 AND ""d"" BETWEEN 3.66 AND 6.56 AND ""b"" BETWEEN 18.55 AND 20.05 AND ""g"" BETWEEN 4.78 AND 6.41;"
"SELECT * FROM higgs WHERE ""g"" BETWEEN 3.10 AND 8.17 AND ""d"" BETWEEN 4.99 AND 6.54 AND ""e"" BETWEEN 0.76 AND 10.06 AND ""a"" BETWEEN 2.62 AND 4.31 AND ""f"" BETWEEN 7.96 AND 10.04 AND ""b"" BETWEEN 8.13 AND 15.17 AND ""c"" BETWEEN 0.37 AND 3.28;"
"SELECT * FROM higgs WHERE ""c"" BETWEEN 4.16 AND 4.96 AND ""f"" BETWEEN 3.22 AND 8.90 AND ""d"" BETWEEN 4.80 AND 8.11 AND ""e"" BETWEEN 1.47 AND 11.06 AND ""a"" BETWEEN 6.07 AND 27.90 AND ""g"" BETWEEN 7.53 AND 7.98 AND ""b"" BETWEEN 1.58 AND 18.49;"
